用户选择,建表决定,目标表,canonical_key,字段名,类别,模块,sections,采集状态,source_keys,样本值,说明
要,指标事实表,ota_ctrip_metric_facts,min_price,实时起价,流量转化,经营报告-销售数据 / 经营报告-流量数据,"sales_report, traffic_report",已采到-门禁通过,minPrice,85 / 85,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,min_price_rank,起价排名,竞争圈,经营报告-销售数据 / 经营报告-流量数据,"sales_report, traffic_report",已采到-门禁通过,minPriceRank,8 / 8,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,order_rank,预订订单量排名,竞争圈,经营报告-概要 / 竞争圈-榜单,"business_overview, competitor_rank",已采到-门禁通过 / 未采到-模块超时,"bookOrderNum, orderRank, orderQuantityRank, bookingOrdersrank",7 / 10 / 23 / 20 / 1 / 24,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,peer_avg,同行平均,广告推广,金字塔广告,ads_pyramid,已采到-需复核(门禁未过),"peerAvg, avg",2860 / 540 / 381 / 483 / 472 / 503,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,peer_top,同行头部,广告推广,金字塔广告,ads_pyramid,已采到-需复核(门禁未过),"peerTop, top",6417 / 1207 / 845 / 969 / 970 / 1016,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,roas,广告投产比ROAS,广告推广,金字塔广告,ads_pyramid,已采到-需复核(门禁未过),"roas, roi",0 / 0 / 0 / 0 / 0 / 0,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,robot_resolution_rate,机器人解决率,服务质量/IM,用户行为-IM看板,im_board,已采到-门禁通过,"robotResolutionRate, robotResolveRate, aisolverate",68.89 / 57.14 / 50 / 100 / 0 / 0,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,robot_session_count,机器人会话量,服务质量/IM,用户行为-IM看板,im_board,已采到-门禁通过,"robotSessionCount, aisolveratenum",4 / 1 / 2 / 0 / 0 / 2,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,room_nights_rank,在店间夜排名,竞争圈,经营报告-概要 / 竞争圈-榜单,"business_overview, competitor_rank",已采到-门禁通过 / 未采到-模块超时,"quantity, stayInRNrank",6 / 10 / 23 / 20 / 8 / 25,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,seq_rank,实时排名,竞争圈,经营报告-概要,business_overview,已采到-门禁通过,"rank, qunarRank, competitorRank, qunarCompetitorRank",565 / 0,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,session_count,会话量,服务质量/IM,用户行为-IM看板,im_board,已采到-门禁通过,"sessionCount, totalSession, totalSessions, totalsessions, conversationCount, validsnum",3 / 3 / 1 / 1 / 1 / 1,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,star_level,星级,房型/房态,经营报告-房型,room_type,已采到-门禁通过,starLevel,5 / 2 / 5 / 2 / 5 / 2,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,total_room,房型房量,房型/房态,经营报告-房型,room_type,已采到-门禁通过,"totalBlockRoom, roomCount",4 / 15 / 11 / 7,按 metric_key + section + endpoint 合并入事实表
要,指标事实表,ota_ctrip_metric_facts,zone_name,商圈,房型/房态,经营报告-房型,room_type,已采到-门禁通过,zoneName,西安北站 / 市政府 / 西安咸阳国际机场 / 大雁塔 / 大唐不夜城 / 西安咸阳国际机场,按 metric_key + section + endpoint 合并入事实表
暂缓,不建表(商旅暂缓),,agreement_accept_rate,协议酒店接单率,辅助事实,携程商旅-BPI / 携程商旅-经营报告 / 携程商旅-竞争圈,"biztravel_bpi, biztravel_business_report, biztravel_competitor",未采到-无响应,"acceptRate, orderReceivingRate",,用户已明确携程商旅先不要
暂缓,不建表(商旅暂缓),,announcement,公告提示,辅助事实,携程商旅-经营报告,biztravel_business_report,未采到-无响应,"content, message, title",,用户已明确携程商旅先不要
暂缓,不建表(商旅暂缓),,basis_score,基础分,辅助事实,携程商旅-BPI / 携程商旅-经营报告 / 携程商旅-竞争圈,"biztravel_bpi, biztravel_business_report, biztravel_competitor",未采到-无响应,"baseScore, basicScore",,用户已明确携程商旅先不要
暂缓,不建表(商旅暂缓),,benefit_name,权益名称,辅助事实,携程商旅-BPI,biztravel_bpi,未采到-无响应,"benefitName, name, title",,用户已明确携程商旅先不要
暂缓,不建表(商旅暂缓),,benefit_status,权益状态,辅助事实,携程商旅-BPI,biztravel_bpi,未采到-无响应,"benefitStatus, status",,用户已明确携程商旅先不要
暂缓,不建表(商旅暂缓),,benefit_text,权益说明,辅助事实,携程商旅-BPI,biztravel_bpi,未采到-无响应,"content, description, desc",,用户已明确携程商旅先不要
暂缓,不建表(商旅暂缓),,bpi_score,BPI总分,辅助事实,携程商旅-BPI / 携程商旅-经营报告 / 携程商旅-竞争圈,"biztravel_bpi, biztravel_business_report, biztravel_competitor",未采到-无响应,"bpiScore, score, totalScore",,用户已明确携程商旅先不要
暂缓,不建表(商旅暂缓),,business_amount,商旅营业额,收益销售,携程商旅-BPI / 携程商旅-经营报告 / 携程商旅-竞争圈,"biztravel_bpi, biztravel_business_report, biztravel_competitor",未采到-无响应,"amount, orderAmount, businessAmount, saleAmount",,用户已明确携程商旅先不要
暂缓,不建表(商旅暂缓),,business_commission_rate,商旅佣金率,辅助事实,携程商旅-BPI / 携程商旅-经营报告 / 携程商旅-竞争圈,"biztravel_bpi, biztravel_business_report, biztravel_competitor",未采到-无响应,"commissionRate, commission_rate",,用户已明确携程商旅先不要
暂缓,不建表(商旅暂缓),,business_room_nights,商旅间夜,收益销售,携程商旅-BPI / 携程商旅-经营报告 / 携程商旅-竞争圈,"biztravel_bpi, biztravel_business_report, biztravel_competitor",未采到-无响应,"roomNights, occupiedRooms, nightNum",,用户已明确携程商旅先不要
暂缓,不建表(商旅暂缓),,minus_score,减分,辅助事实,携程商旅-BPI / 携程商旅-经营报告 / 携程商旅-竞争圈,"biztravel_bpi, biztravel_business_report, biztravel_competitor",未采到-无响应,"minusScore, deductScore",,用户已明确携程商旅先不要
暂缓,不建表(商旅暂缓),,plus_score,加分,辅助事实,携程商旅-BPI / 携程商旅-经营报告 / 携程商旅-竞争圈,"biztravel_bpi, biztravel_business_report, biztravel_competitor",未采到-无响应,"plusScore, bonusScore, rewardScore",,用户已明确携程商旅先不要
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,competitor_average,竞争圈平均值,竞争圈 / 房型/房态,首页实时概览 / 经营报告-概要 / 经营报告-销售数据 / 经营报告-房型 / 经营报告-流量数据 / 竞争圈-概览 / 用户行为-用户画像 / 携程商旅-经营报告 / 携程商旅-竞争圈,"homepage, business_overview, sales_report, room_type, traffic_report, competitor_overview, user_profile, biztravel_business_report, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"competitorsAverageOrderQuantity, competitorsAverageOccupiedRooms, competitorAvgNumber, competitorTensityScore",37 / 10 / 23.44 / 16.31 / 15.43 / 15.81,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,competitor_avg_visitor,竞争圈平均访客,竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,competitorAvgNumber,135,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,conversion_rate,成交/下单转化率,收益销售 / 房型/房态 / 流量转化 / 竞争圈 / 辅助事实,首页实时概览 / 经营报告-概要 / 经营报告-销售数据 / 经营报告-房型 / 经营报告-流量数据 / 竞争圈-概览 / 用户行为-用户画像 / 携程商旅-经营报告 / 携程商旅-竞争圈,"homepage, business_overview, sales_report, room_type, traffic_report, competitor_overview, user_profile, biztravel_business_report, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"orderConversionRate, closeRate, conversionRate, convertionRate, cvr",20 / 50,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,detail_visitor,详情页访客量,流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"detailExposure, detailUv, detailVisitors",24 / 270 / 24 / 270 / 4 / 129,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,flow_rate,流量转化率,流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"conversionsRatesDataList, flowRate, transforRate, transferRate, convertRate",9.3 / 18.45 / 9.3 / 18.45 / 7.55 / 9.41,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,keyword,搜索关键词,流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"keyword, searchKeyword, filterWords",西安钟楼 / 其他 / 大唐不夜城 / 大雁塔 / 西安奥体中心-体育场 / 空军军医大学(第四军医大学)西京医院,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,list_exposure,列表页曝光量,流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"listExposure, exposure, exposureCount, impressions",258 / 1463 / 258 / 1463 / 53 / 765,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,occupancy_rate,出租率,收益销售 / 房型/房态 / 流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-销售数据 / 经营报告-房型 / 经营报告-流量数据 / 竞争圈-概览 / 用户行为-用户画像 / 携程商旅-经营报告 / 携程商旅-竞争圈,"homepage, business_overview, sales_report, room_type, traffic_report, competitor_overview, user_profile, biztravel_business_report, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"rentalRate, occupancyRate",11.43 / 20 / 11.428572 / 5.714286 / 2.857143 / 2.857143,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,order_page_visitor,订单页访客量,流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"orderFillingNum, orderVisitors, fillUsers",6 / 23 / 16 / 153 / 366 / 6,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,order_submit_user,订单提交人数,流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"orderSubmitNum, submitUsers, submitNum",6 / 13 / 15 / 84 / 232 / 6,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,page_views,昨日浏览量,流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"pvDataList, pageViewDataList, PV, pv, pageViews",10493 / 10493 / 25782 / 25782 / 4743 / 4743,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,qunar_competitor_avg_visitor,去哪儿竞争圈平均访客,竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,qunarCompetitorAvgNumber,64,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,qunar_visitor_rank,去哪儿访客排名,竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, biztravel_competitor",未采到-本轮未触发 / 未采到-模块超时 / 未采到-无响应,qunarVisitorRank,,先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,source_name,流量来源,流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"sourceName, sourceNameTag","热门地理位置 / <span class=""icon-date num1"">< / span> / 城市搜索 / <span class=""icon-date num2"">< / span>",先建缺口记录，拿到页面后再转事实
暂缓,待网站协助/先入缺口表,ota_ctrip_capture_gaps,visitor_rank,访客排名,竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 竞争圈-榜单 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, competitor_rank, biztravel_competitor",未采到-本轮未触发 / 已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"visitorRank, totalDetailNum",13 / 8 / 2 / 18 / 20 / 11,先建缺口记录，拿到页面后再转事实
暂缓,辅助表/实体表,ota_ctrip_entity_snapshots,target_url,页面跳转地址,收益销售 / 广告推广 / 辅助事实,首页实时概览 / 经营报告-概要 / 金字塔广告 / 携程商旅-BPI,"homepage, business_overview, ads_pyramid, biztravel_bpi",已采到-门禁通过 / 未采到-未验证 / 未采到-无响应,"targetUrl, url",datacenter / inland / marketanalysis / flowanalysis / im / index,不混入核心经营指标
暂缓,公共维度字段,公共字段: tenant_id/system_hotel_id/ota_hotel_id/hotel_name/data_date,date,日期,收益销售 / 房型/房态 / 流量转化 / 竞争圈 / 服务质量/IM / 广告推广,首页实时概览 / 经营报告-概要 / 经营报告-销售数据 / 经营报告-房型 / 经营报告-流量数据 / 竞争圈-概览 / 竞争圈-流失分析 / 竞争圈-榜单 / 用户行为-用户画像 / 用户行为-IM看板 / 金字塔广告 / PSI服务质量 / 热点日历 / 携程商旅-BPI / 携程商旅-经营报告 / 携程商旅-竞争圈,"homepage, business_overview, sales_report, room_type, traffic_report, competitor_overview, loss_analysis, competitor_rank, user_profile, im_board, ads_pyramid, quality_psi, market_calendar, biztravel_bpi, biztravel_business_report, biztravel_competitor",已采到-门禁通过 / 未采到-模块超时 / 未采到-本轮未触发 / 已采到-需复核(门禁未过) / 未采到-接口命中但无字段 / 未采到-无响应,"date, dataDate, effectDate, effectTime, statDate, startDate, endDate, updateTime, effectdate",06 / 02 12:53 / 2026-06-01 / 2026-06-01 / 1780329600000 / 06-02,合并同类，不作为重复指标列
暂缓,公共维度字段,公共字段: tenant_id/system_hotel_id/ota_hotel_id/hotel_name/data_date,hotel_id,酒店ID,收益销售 / 房型/房态 / 流量转化 / 竞争圈 / 辅助事实 / 服务质量/IM / 广告推广,首页实时概览 / 经营报告-概要 / 经营报告-销售数据 / 经营报告-房型 / 经营报告-流量数据 / 竞争圈-概览 / 竞争圈-流失分析 / 竞争圈-榜单 / 用户行为-用户画像 / 用户行为-IM看板 / 金字塔广告 / PSI服务质量 / 热点日历 / 携程商旅-BPI / 携程商旅-经营报告 / 携程商旅-竞争圈,"homepage, business_overview, sales_report, room_type, traffic_report, competitor_overview, loss_analysis, competitor_rank, user_profile, im_board, ads_pyramid, quality_psi, market_calendar, biztravel_bpi, biztravel_business_report, biztravel_competitor",已采到-门禁通过 / 未采到-本轮未触发 / 未采到-模块超时 / 已采到-需复核(门禁未过) / 未采到-接口命中但无字段 / 未采到-无响应,"hotelId, hotel_id, masterHotelId, masterhotelid, hotelID",130375105 / 130375105 / 15569994 / 15569994 / 130375105 / 130375105,合并同类，不作为重复指标列
暂缓,公共维度字段,公共字段: tenant_id/system_hotel_id/ota_hotel_id/hotel_name/data_date,hotel_name,酒店名称,收益销售 / 房型/房态 / 流量转化 / 竞争圈 / 辅助事实 / 服务质量/IM / 广告推广,首页实时概览 / 经营报告-概要 / 经营报告-销售数据 / 经营报告-房型 / 经营报告-流量数据 / 竞争圈-概览 / 竞争圈-流失分析 / 竞争圈-榜单 / 用户行为-用户画像 / 用户行为-IM看板 / 金字塔广告 / PSI服务质量 / 热点日历 / 携程商旅-BPI / 携程商旅-经营报告 / 携程商旅-竞争圈,"homepage, business_overview, sales_report, room_type, traffic_report, competitor_overview, loss_analysis, competitor_rank, user_profile, im_board, ads_pyramid, quality_psi, market_calendar, biztravel_bpi, biztravel_business_report, biztravel_competitor",已采到-门禁通过 / 未采到-本轮未触发 / 未采到-模块超时 / 未采到-未验证 / 未采到-接口命中但无字段 / 未采到-无响应,"hotelName, hotel_name, name, hotelname",柏曼酒店（西安北站红会医院店） / 汉龙酒店(西安高铁北站凤城九路地铁站店) / 柏曼酒店（西安北站红会医院店） / 如家驿禾影趣酒店（西安咸阳国际机场T3T5航站楼店） / 花半里商务酒店（西安咸阳机场T3T5航站楼店） / 港湾桐晨商务宾馆（西安咸阳国际机场店）,合并同类，不作为重复指标列
暂缓,指标事实表,ota_ctrip_metric_facts,avg_price,平均卖价,收益销售 / 房型/房态 / 流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-销售数据 / 经营报告-房型 / 经营报告-流量数据 / 竞争圈-概览 / 用户行为-用户画像 / 携程商旅-经营报告 / 携程商旅-竞争圈,"homepage, business_overview, sales_report, room_type, traffic_report, competitor_overview, user_profile, biztravel_business_report, biztravel_competitor",已采到-门禁通过 / 未采到-本轮未触发 / 未采到-模块超时 / 未采到-无响应,"averagePrice, synchronizationAveragePrice, avgPrice, adr, minPrice, MinPrice",85.00 / 77 / 90.5,按 metric_key + section + endpoint 合并入事实表
暂缓,指标事实表,ota_ctrip_metric_facts,order_amount,预订销售额,收益销售 / 房型/房态 / 流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-销售数据 / 经营报告-房型 / 经营报告-流量数据 / 竞争圈-概览 / 用户行为-用户画像 / 携程商旅-经营报告 / 携程商旅-竞争圈,"homepage, business_overview, sales_report, room_type, traffic_report, competitor_overview, user_profile, biztravel_business_report, biztravel_competitor",已采到-门禁通过 / 未采到-本轮未触发 / 未采到-模块超时 / 未采到-无响应,"amount, bookAmount, synchronizationBookAmount, orderAmount, saleAmount, ordamount, totalAmount, bookingAmount, OrderAmount",180.00 / 396.00 / 118.00 / 347.00 / 4006 / 154,按 metric_key + section + endpoint 合并入事实表
暂缓,指标事实表,ota_ctrip_metric_facts,order_count,预订订单数,收益销售 / 房型/房态 / 流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-销售数据 / 经营报告-房型 / 经营报告-流量数据 / 竞争圈-概览 / 用户行为-用户画像 / 携程商旅-经营报告 / 携程商旅-竞争圈,"homepage, business_overview, sales_report, room_type, traffic_report, competitor_overview, user_profile, biztravel_business_report, biztravel_competitor",已采到-门禁通过 / 未采到-本轮未触发 / 未采到-模块超时 / 未采到-无响应,"orderQuantity, synchronizationOrderQuantity, bookOrderNum, orderCount, orderNum, ordquantity, bookingCount",2 / 2 / 4 / 20 / 2 / 4,按 metric_key + section + endpoint 合并入事实表
暂缓,指标事实表,ota_ctrip_metric_facts,rank,竞争圈排名,竞争圈 / 房型/房态,首页实时概览 / 经营报告-概要 / 经营报告-销售数据 / 经营报告-房型 / 经营报告-流量数据 / 竞争圈-概览 / 用户行为-用户画像 / 携程商旅-经营报告 / 携程商旅-竞争圈,"homepage, business_overview, sales_report, room_type, traffic_report, competitor_overview, user_profile, biztravel_business_report, biztravel_competitor",已采到-门禁通过 / 未采到-本轮未触发 / 未采到-模块超时 / 未采到-无响应,"rank, rank2, visitorRank, rankOfAmount, rankOfOrderQuantity, competitorRank, ranking",52 / 52 / 13 / 26 / 40 / 40,按 metric_key + section + endpoint 合并入事实表
暂缓,指标事实表,ota_ctrip_metric_facts,room_nights,间夜量,收益销售 / 房型/房态 / 流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-销售数据 / 经营报告-房型 / 经营报告-流量数据 / 竞争圈-概览 / 用户行为-用户画像 / 携程商旅-经营报告 / 携程商旅-竞争圈,"homepage, business_overview, sales_report, room_type, traffic_report, competitor_overview, user_profile, biztravel_business_report, biztravel_competitor",已采到-门禁通过 / 未采到-本轮未触发 / 未采到-模块超时 / 未采到-无响应,"quantity, bookQuantity, synchronizationBookQuantity, roomNights, nightNum, occupiedRooms, checkOutQuantity, OccupiedRooms",4 / 4 / 2 / 8 / 4 / 4,按 metric_key + section + endpoint 合并入事实表
暂缓,指标事实表,ota_ctrip_metric_facts,tensity,紧张度,收益销售 / 房型/房态 / 流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-销售数据 / 经营报告-房型 / 经营报告-流量数据 / 竞争圈-概览 / 用户行为-用户画像 / 携程商旅-经营报告 / 携程商旅-竞争圈,"homepage, business_overview, sales_report, room_type, traffic_report, competitor_overview, user_profile, biztravel_business_report, biztravel_competitor",已采到-门禁通过 / 未采到-本轮未触发 / 未采到-模块超时 / 未采到-无响应,"tensityScore, tensity, Tensity, nowTensityDetail",6.15% / 6.15 / 0 / 0 / 10 / 0,按 metric_key + section + endpoint 合并入事实表
暂缓,指标事实表,ota_ctrip_metric_facts,visitor_count,访客量,流量转化 / 竞争圈,首页实时概览 / 经营报告-概要 / 经营报告-流量数据 / 竞争圈-概览 / 携程商旅-竞争圈,"homepage, business_overview, traffic_report, competitor_overview, biztravel_competitor",已采到-门禁通过 / 未采到-模块超时 / 未采到-无响应,"lastVisitorTotal, visitorTotal, UV, uv, visitorCount, pageViews",13 / 13 / 15 / 13 / 15 / 1722,按 metric_key + section + endpoint 合并入事实表
